name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
istanbul,2024-03-14,14.2,8.2,10.9,14.2,8.2,10.8,8.6,86,3.192,100,8.33,rain,0,0,20.5,12.9,261.8,1013.7,77.6,10.4,101.6,8.9,4,,2024-03-14T07:16:55,2024-03-14T19:10:03,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-03-15,10.9,7.3,8.9,10.9,5.3,7.6,6.9,87.6,4.799,100,12.5,rain,0,0,25.2,19.8,15.3,1017.3,82.6,9.2,36.6,3.1,2,,2024-03-15T07:15:16,2024-03-15T19:11:09,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-03-16,13.2,6.4,9.2,13.2,5,8.6,5.7,79.3,0,0,0,,0,0,23.4,13.5,30.6,1020.4,60.4,10.5,107.9,9.1,7,,2024-03-16T07:13:36,2024-03-16T19:12:14,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-03-17,14.7,5.8,9.6,14.7,4.6,8.9,4.6,72.2,0,0,0,,0,0,29.9,17.1,40,1019.7,23.4,10.9,162.5,13.9,8,,2024-03-17T07:11:56,2024-03-17T19:13:20,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-03-18,13,4.9,9.4,13,4.4,9,4.8,73.7,0,0,0,,0,0,22.5,12.6,325.5,1015.6,17.3,10.7,208.4,18,8,,2024-03-18T07:10:16,2024-03-18T19:14:25,0.27,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-03-19,15.3,6.9,10.8,15.3,6.4,10.6,6.1,73.7,0,0,0,,0,0,31.3,28.6,24.3,1012.3,43.3,11.1,182.3,15.8,8,,2024-03-19T07:08:36,2024-03-19T19:15:30,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-03-20,10.1,6,7.7,10.1,3,4.9,4.6,80.5,3.201,100,12.5,rain,0,0,46.1,28.1,16.8,1018.3,82.1,10,39.2,3.3,2,,2024-03-20T07:06:55,2024-03-20T19:16:35,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-03-21,11.7,3,7.2,11.7,1.6,6.8,3.2,77,1.075,100,8.33,rain,0,0,28.4,16.3,283.2,1020.3,50.7,10.3,135.8,11.7,6,,2024-03-21T07:05:15,2024-03-21T19:17:40,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-03-22,10.2,5.3,7.2,10.2,2,5.6,4.2,81.2,3.257,100,16.67,rain,0,0,39.2,20,360,1017.9,71.2,10.8,86.4,7.5,6,,2024-03-22T07:03:35,2024-03-22T19:18:45,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-03-23,11.8,3.2,7.8,11.8,3.2,7.8,3.9,77.1,0.285,100,4.17,rain,0,0,19.8,11.4,263.8,1017.8,18.8,10.6,186.3,16.2,8,,2024-03-23T07:01:54,2024-03-23T19:19:49,0.44,Rain,Clear conditions throughout the day with morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-03-24,15.6,5.6,11,15.6,5.6,10.8,4.4,65.5,0,0,0,,0,0,32.8,15.3,244,1010.5,13.4,11.1,212.2,18.2,8,,2024-03-24T07:00:14,2024-03-24T19:20:54,0.47,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-03-25,14.9,7.1,11,14.9,5.8,10.6,6.8,76.3,9.632,100,8.33,rain,0,0,53.3,22.1,233.8,1004.8,65.6,10.8,75.6,6.5,5,,2024-03-25T06:58:33,2024-03-25T19:21:58,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-03-26,13.3,7,10.6,13.3,5.7,9.9,4.9,69.8,2.41,100,4.17,rain,0,0,27,15.4,233.9,1015.2,55.8,10.6,198.2,17.2,9,,2024-03-26T06:56:53,2024-03-26T19:23:02,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"17068099999,D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,LTFJ"
istanbul,2024-03-27,21.5,10,14.8,21.5,8,14.6,7.7,64,0.908,100,8.33,rain,0,0,19.8,17.1,83.4,1012.5,82.2,10.8,96.8,8.4,5,,2024-03-27T06:55:13,2024-03-27T19:24:07,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-03-28,21.8,15.6,18.2,21.8,15.6,18.2,7.6,50.4,0.1,100,4.17,rain,0,0,33.1,13.3,140.8,1011.5,68,10,178.2,15.3,7,,2024-03-28T06:53:32,2024-03-28T19:25:11,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D8508,LTBA,LTFJ"
istanbul,2024-03-29,20.6,11.4,15.5,20.6,11.4,15.5,9.3,67,0,0,0,,0,0,25.6,17.3,233.5,1016.6,6.1,10,244.8,21.2,8,,2024-03-29T06:51:52,2024-03-29T19:26:15,0.64,Clear,Clear conditions throughout the day.,clear-day,"LTBA,LTFJ"
istanbul,2024-03-30,24.2,12,17.4,24.2,12,17.4,9.4,60.8,0,0,0,,0,0,14.4,9.8,242,1018.5,65.7,9.8,250.8,21.9,8,,2024-03-30T06:50:13,2024-03-30T19:27:19,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,LTFJ"
istanbul,2024-03-31,22.8,12.4,17.1,22.8,12.4,17.1,10.7,67.8,0,0,0,,0,0,22.3,14.9,229.3,1019,45,9.1,249,21.6,8,,2024-03-31T06:48:33,2024-03-31T19:28:23,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,LTFJ"
istanbul,2024-04-01,23.4,14.2,17.9,23.4,14.2,17.9,10.5,63.3,0,0,0,,0,0,25.2,16.3,245.6,1017.8,27,10,253.9,21.8,8,,2024-04-01T06:46:54,2024-04-01T19:29:27,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17064099999,17060099999,LTFJ"
istanbul,2024-04-02,25.6,14.7,19.4,25.6,14.7,19.4,9.4,54.6,0,0,0,,0,0,28.8,20.5,249.7,1011.6,79.5,10,249.5,21.5,8,,2024-04-02T06:45:15,2024-04-02T19:30:30,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17064099999,17060099999,LTFJ"
istanbul,2024-04-03,20.5,15.4,17.7,20.5,15.4,17.7,5.9,46,0,0,0,,0,0,33.1,21.6,23.2,1015.5,48.9,11.3,197.5,17,8,,2024-04-03T06:43:36,2024-04-03T19:31:34,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-04-04,21.3,12.8,16.5,21.3,12.8,16.5,4.5,45.8,0,0,0,,0,0,30.3,15.9,46.9,1015,35.7,11.3,260.5,22.5,8,,2024-04-04T06:41:57,2024-04-04T19:32:38,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-04-05,18.9,10.8,15.1,18.9,10.8,15.1,8.2,64,0,0,0,,0,0,21,13.7,312.4,1019.5,27.6,11,220.5,19,7,,2024-04-05T06:40:19,2024-04-05T19:33:42,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-04-06,20,11.4,15.8,20,11.4,15.8,6.9,57.1,0,0,0,,0,0,27.3,18.5,346,1019.9,28.9,10.9,278.7,23.9,8,,2024-04-06T06:38:42,2024-04-06T19:34:46,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-04-07,18.2,12.1,14.8,18.2,12.1,14.8,7.7,63.7,1.665,100,4.17,rain,0,0,37.1,25.3,39.9,1017.7,60.7,11,144.4,12.4,6,,2024-04-07T06:37:04,2024-04-07T19:35:50,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-04-08,18.7,11,14.3,18.7,11,14.3,9.4,73.4,0.131,100,4.17,rain,0,0,40.7,23.7,39.1,1019.9,24.7,11.3,218.2,18.9,9,,2024-04-08T06:35:28,2024-04-08T19:36:53,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-04-09,20.5,12.1,14.8,20.5,12.1,14.8,10.4,76.3,0,0,0,,0,0,31.7,21.2,26.1,1017.4,23.8,11.3,205.9,17.8,8,,2024-04-09T06:33:51,2024-04-09T19:37:57,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-04-10,19.1,11.9,14,19.1,11.9,14,10.4,79.5,0,0,0,,0,0,31.3,20.3,44.2,1017.1,38.2,11,248,21.3,8,,2024-04-10T06:32:15,2024-04-10T19:39:01,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-04-11,21.8,11.3,15.2,21.8,11.3,15.2,10.5,74.9,0,0,0,,0,0,32.4,20.8,30.1,1021.5,30,11.2,208.6,18,8,,2024-04-11T06:30:40,2024-04-11T19:40:05,0.09,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-04-12,22.9,13,16.9,22.9,13,16.9,11.5,72.6,0,0,0,,0,0,27.4,18.4,25.3,1023,14.3,11,190.3,16.5,8,,2024-04-12T06:29:06,2024-04-12T19:41:09,0.12,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-04-13,21.6,13.5,16.6,21.6,13.5,16.6,10.9,71.2,0,0,0,,0,0,27,18.8,31,1022.6,25.5,11.1,205,17.7,8,,2024-04-13T06:27:32,2024-04-13T19:42:13,0.15,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-04-14,20.7,11.6,16.6,20.7,11.6,16.6,8.9,61.6,0,0,0,,0,0,20.7,14.7,307.7,1022,5.1,11.3,213.7,18.6,8,,2024-04-14T06:25:58,2024-04-14T19:43:16,0.18,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-04-15,24.8,13.1,18.6,24.8,13.1,18.6,10.7,62.4,0,0,0,,0,0,23.8,11.7,211.6,1018.3,0.6,11,224.8,19.4,8,,2024-04-15T06:24:25,2024-04-15T19:44:20,0.25,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-04-16,26.9,16,21.1,26.5,16,21.1,10.6,52.5,0,0,0,,0,0,30.6,12.7,259.9,1010.1,42.6,11.2,267.5,23.3,8,,2024-04-16T06:22:53,2024-04-16T19:45:24,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-04-17,26.4,18.6,21.8,26.4,18.6,21.8,8.9,44.5,0.012,100,4.17,rain,0,0,42.1,20.8,239.6,1003.5,79.6,11.3,196.3,16.9,8,,2024-04-17T06:21:22,2024-04-17T19:46:28,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-04-18,20.3,15.2,18.1,20.3,15.2,18.1,11.3,65.1,0.006,100,4.17,rain,0,0,47.5,16.6,5.7,1002.5,75.8,11.2,190.3,16.4,7,,2024-04-18T06:19:52,2024-04-18T19:47:32,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-04-19,14.9,11.2,13.5,14.9,11.2,13.5,11.2,86,3.451,100,12.5,rain,0,0,39.6,20.7,53.1,1011,88.7,10.7,36.8,3,1,,2024-04-19T06:18:22,2024-04-19T19:48:36,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-04-20,15.5,10.4,13,15.5,10.4,13,11.2,89.3,21.757,100,16.67,rain,0,0,46.4,29.2,3.6,1003.4,89.9,10.3,55.7,4.7,3,,2024-04-20T06:16:53,2024-04-20T19:49:40,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-04-21,19.8,8.5,14,19.8,8.5,14,8.1,69.4,7.283,100,8.33,rain,0,0,31.3,13.6,331,1012.2,51.3,11.3,236.9,20.4,7,,2024-04-21T06:15:25,2024-04-21T19:50:44,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-04-22,19.2,15,16.4,19.2,15,16.4,10.1,66.7,0,0,0,,0,0,40.3,23.4,243,1016.5,48.9,11.2,207.9,17.9,9,,2024-04-22T06:13:58,2024-04-22T19:51:48,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-04-23,22.4,14.9,18.1,22.4,14.9,18.1,10.4,61.1,0.204,100,4.17,rain,0,0,57.6,25.8,53.3,1015,86.4,11.2,146.5,12.6,7,,2024-04-23T06:12:32,2024-04-23T19:52:51,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-04-24,23.3,16.6,20.3,23.3,16.6,20.3,12.9,62.6,0,0,0,,0,0,28.8,12.1,320.2,1005,68.6,10.6,195.5,16.8,7,,2024-04-24T06:11:06,2024-04-24T19:53:55,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-04-25,22.6,15.6,19.2,22.6,15.6,19.2,15.1,77.7,0,0,0,,0,0,23.4,11.6,267.7,1004.3,52.1,9.4,191,16.5,8,,2024-04-25T06:09:42,2024-04-25T19:54:59,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-04-26,20.4,15.1,17.4,20.4,15.1,17.4,13.5,78.5,0,0,0,,0,0,27.7,15.9,331.6,1011.9,39.1,10.3,117,10.2,3,,2024-04-26T06:08:19,2024-04-26T19:56:03,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-04-27,19.3,12.9,15.4,19.3,12.9,15.4,10.9,75,0,0,0,,0,0,50.4,29.5,46.6,1017,42.9,11.3,150.3,13.1,6,,2024-04-27T06:06:57,2024-04-27T19:57:06,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-04-28,15.6,13.3,14.5,15.6,13.3,14.5,12.5,88.1,6.012,100,16.67,rain,0,0,36.4,22.6,32.9,1019.3,84.3,10.4,167.2,14.4,6,,2024-04-28T06:05:35,2024-04-28T19:58:10,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-04-29,16.2,13.4,14.4,16.2,13.4,14.4,12.2,87,0,0,0,,0,0,35.3,15.9,15.1,1021.4,88.1,10,77,6.6,4,,2024-04-29T06:04:15,2024-04-29T19:59:13,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-04-30,18.4,14.1,15.5,18.4,14.1,15.5,13.3,87.4,0.61,100,4.17,rain,0,0,39.6,21,35.9,1018.9,89.6,10.3,82.4,7.2,4,,2024-04-30T06:02:57,2024-04-30T20:00:17,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-05-01,16.4,13,14.5,16.4,13,14.5,12.4,87.5,3.9,100,70.83,rain,0,0,41.4,28.6,34.2,1016.6,86.6,9.8,36.2,3.1,2,,2024-05-01T06:01:39,2024-05-01T20:01:20,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17064099999,17060099999,VRTU9,LTFJ"
istanbul,2024-05-02,15.4,13.3,14.4,15.4,13.3,14.4,12.1,86.2,0.03,100,8.33,rain,0,0,26.3,13.7,302,1012.3,89.3,10.7,43.3,3.7,2,,2024-05-02T06:00:22,2024-05-02T20:02:23,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D8508,LTBA,17119099999,17063099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-05-03,19.9,12,15.4,19.9,12,15.4,12.5,83.4,1.579,100,4.17,rain,0,0,28.8,16.6,352.2,1007.8,83,9.5,146.8,12.5,6,,2024-05-03T05:59:07,2024-05-03T20:03:26,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-05-04,16.7,12.2,14.1,16.7,12.2,14.1,11.8,86.4,13.978,100,12.5,rain,0,0,25.9,16.3,39.5,1006,88,10.8,88.7,7.6,4,,2024-05-04T05:57:53,2024-05-04T20:04:28,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-05-05,18.4,11.9,14.9,18.4,11.9,14.9,9.1,70,0.116,100,4.17,rain,0,0,41.8,26.5,42.1,1014.1,48.5,11.1,206.7,17.7,10,,2024-05-05T05:56:41,2024-05-05T20:05:31,0.9,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-05-06,18.2,8.9,13.9,18.2,8.9,13.9,7.4,65.2,0,0,0,,0,0,25.5,17.4,318.7,1016.6,0.1,11.3,241.8,20.8,9,,2024-05-06T05:55:29,2024-05-06T20:06:33,0.94,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-05-07,23,11.9,17.1,23,11.9,17.1,9.4,62.2,0,0,0,,0,0,21.2,9.9,243.4,1014.7,6.2,11.1,236.1,20.2,9,,2024-05-07T05:54:19,2024-05-07T20:07:35,0.97,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-05-08,25.1,14.2,18.7,25.1,14.2,18.7,12.3,67.4,0,0,0,,0,0,27.7,24.2,0.5,1015.1,41.2,10.8,209.9,17.9,8,,2024-05-08T05:53:11,2024-05-08T20:08:37,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-05-09,17.6,14.7,15.7,17.6,14.7,15.7,13.2,85.3,0,0,0,,0,0,36,22.1,31.8,1015.4,84.8,10.5,192.2,16.5,6,,2024-05-09T05:52:04,2024-05-09T20:09:38,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-05-10,17,15,15.6,17,15,15.6,12.4,81.5,0,0,0,,0,0,56.9,33.2,45.1,1013.5,88.9,10.7,220,19,8,,2024-05-10T05:50:58,2024-05-10T20:10:39,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-05-11,16,12.3,14.5,16,12.3,14.5,11.3,81.1,2.666,100,12.5,rain,0,0,55.4,29.5,27.7,1012.4,79.4,10,132.8,11.7,4,,2024-05-11T05:49:54,2024-05-11T20:11:40,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-05-12,19.6,9.9,15.1,19.6,9.9,15.1,10.5,75.2,0.175,100,4.17,rain,0,0,25.6,19.6,357.7,1015.3,31.8,11.2,210.5,18.3,9,,2024-05-12T05:48:51,2024-05-12T20:12:40,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-05-13,15.5,11.1,13.8,15.5,11.1,13.8,9.5,75.9,1.737,100,8.33,rain,0,0,43.6,23.2,34,1017.1,69.7,10.9,134,11.5,5,,2024-05-13T05:47:50,2024-05-13T20:13:40,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-05-14,17.9,8.5,13.4,17.9,8,13.3,6.9,66.8,0.175,100,4.17,rain,0,0,26.7,17.6,45.9,1017.7,27.2,11.2,298.8,25.7,8,,2024-05-14T05:46:51,2024-05-14T20:14:39,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-05-15,20.4,9.4,14.9,20.4,9.2,14.9,4.9,52.7,0,0,0,,0,0,34.2,20.4,43.2,1018.3,40.9,11.3,309.2,26.8,9,,2024-05-15T05:45:53,2024-05-15T20:15:38,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-05-16,19.4,11.1,15.2,19.4,11.1,15.2,8.6,65.9,0,0,0,,0,0,32.4,20.2,47.9,1021.2,53.3,11.2,290.5,25.1,9,,2024-05-16T05:44:57,2024-05-16T20:16:36,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-05-17,23.6,13.9,17.1,23.6,13.9,17.1,9.6,62.3,0.06,100,4.17,rain,0,0,38.3,24.5,48.6,1018.6,60.2,11.2,192.6,16.9,10,,2024-05-17T05:44:02,2024-05-17T20:17:34,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-05-18,22.2,14,17.7,22.2,14,17.7,12.2,71.3,0,0,0,,0,0,22.7,17.8,21.4,1017.1,8.5,11.3,231.9,19.9,9,,2024-05-18T05:43:09,2024-05-18T20:18:31,0.33,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-05-19,22.9,15.8,17.8,22.9,15.8,17.8,12.1,69.7,0.042,100,4.17,rain,0,0,36.7,23.6,42.4,1014.8,58.3,11.2,172.8,15,9,,2024-05-19T05:42:18,2024-05-19T20:19:27,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-05-20,22.4,14.4,17.8,22.4,14.4,17.8,12.9,74.4,0.104,100,4.17,rain,0,0,30.2,19.3,35.3,1014.4,54,11.1,250.2,21.5,9,,2024-05-20T05:41:29,2024-05-20T20:20:23,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-05-21,21.4,15.1,17.7,21.4,15.1,17.7,13.5,76.7,0,0,0,,0,0,29.5,16.9,33.6,1015.7,35.8,11.2,230.2,19.9,9,,2024-05-21T05:40:41,2024-05-21T20:21:18,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-05-22,24.9,15.2,19.2,24.9,15.2,19.2,14.4,74.8,0,0,0,,0,0,30.3,20.5,28.2,1011.6,19,11.3,230.7,20.1,9,,2024-05-22T05:39:55,2024-05-22T20:22:13,0.46,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-05-23,22.5,16.3,18.6,22.5,16.3,18.6,13.7,74.3,0.255,100,4.17,rain,0,0,28.8,18.5,22.9,1010.6,76.9,11.1,153.2,13.3,9,,2024-05-23T05:39:11,2024-05-23T20:23:06,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-05-24,22.4,14.2,18,22.4,14.2,18,14.4,80.5,6.823,100,8.33,rain,0,0,31,15.1,293.1,1014,74.8,10.9,132.4,11.4,5,,2024-05-24T05:38:29,2024-05-24T20:23:59,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-05-25,23.9,16.4,19.4,23.9,16.4,19.4,15.5,78.5,0,0,0,,0,0,119.5,23.4,0.5,1014.7,51.8,10.6,195.7,16.7,10,,2024-05-25T05:37:49,2024-05-25T20:24:50,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
