Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Han,2024-01-09 13:05:54,00:00:03,Autoplayed: user action: None; ,Rick and Morty: 2. Sezon: Uzaylı Parazitler (Bölüm 4),,Sony PS4,00:00:07,Not latest view,TR (Turkey)
Han,2024-01-09 13:04:55,00:00:44,,Friends: 8. Sezon: Dedikodu (Bölüm 9),,Sony PS4,00:00:44,Not latest view,TR (Turkey)
Han,2024-01-09 13:04:35,00:00:07,,Friends: 8. Sezon: Kırmızı Kazak (Bölüm 2),,Sony PS4,00:00:07,00:00:07,TR (Turkey)
Han,2024-01-09 13:04:13,00:00:07,,Friends: 8. Sezon: Cadılar Bayramı Partisi (Bölüm 6),,Sony PS4,00:00:08,00:00:08,TR (Turkey)
Han,2024-01-09 13:03:34,00:00:24,,Friends: 8. Sezon: Dedikodu (Bölüm 9),,Sony PS4,00:00:24,Not latest view,TR (Turkey)
Han,2024-01-09 13:03:07,00:00:07,Autoplayed: user action: None; ,Friends: Season 1 - CLM 2,HOOK,Sony PS4,00:00:07,Not latest view,TR (Turkey)
Han,2024-01-06 22:37:44,00:00:02,Autoplayed: user action: None; ,Friends: 8. Sezon: Rachel'ın Randevusu (Bölüm 5),,Sony PS4,00:00:02,00:00:02,TR (Turkey)
Han,2024-01-06 22:15:42,00:21:55,Autoplayed: user action: User_Interaction; ,Friends: 8. Sezon: Video (Bölüm 4),,Sony PS4,00:22:22,00:22:22,TR (Turkey)
Han,2024-01-06 21:54:14,00:21:24,Autoplayed: user action: User_Interaction; ,Friends: 8. Sezon: Rachel Gerçeği Açıklıyor (Bölüm 3),,Sony PS4,00:21:54,00:21:54,TR (Turkey)
Han,2024-01-06 21:31:49,00:22:10,,Friends: 8. Sezon: Kırmızı Kazak (Bölüm 2),,Sony PS4,00:21:52,Not latest view,TR (Turkey)
Han,2024-01-06 21:31:27,00:00:06,Autoplayed: user action: None; ,Friends: 8. Sezon: Kırmızı Kazak (Bölüm 2),,Sony PS4,00:00:06,Not latest view,TR (Turkey)
Han,2024-01-06 21:30:50,00:00:25,Autoplayed: user action: None; ,Mini Dizi (Kısa Video): Beni Kandıramazsın,HOOK,Sony PS4,00:00:25,00:00:25,TR (Turkey)
Han,2024-01-06 21:30:41,00:00:04,Autoplayed: user action: None; ,Mini Dizi (Fragman): Ne Yersen O'sun: İkizlerle Bir Deney,TRAILER,Sony PS4,00:00:04,Not latest view,TR (Turkey)
Han,2024-01-06 12:20:38,00:00:12,Autoplayed: user action: None; ,Kar Kardeşliği (Kısa Video): Kar Kardeşliği,HOOK,Chrome PC (Cadmium),00:00:12,00:00:12,TR (Turkey)
Han,2024-01-01 16:27:35,00:03:08,,Adventure Time: 1. Sezon: Pijama Partisi / Yumrulu Bölgede Tehlike (Bölüm 1),,Chrome PC (Cadmium),00:03:26,00:03:26,TR (Turkey)
Han,2024-01-01 16:26:58,00:00:10,Autoplayed: user action: None; ,6. Sezon Tanıtım Fragmanı: Son,TEASER_TRAILER,Chrome PC (Cadmium),00:00:10,00:00:10,TR (Turkey)
Han,2024-01-01 16:25:47,00:00:12,Autoplayed: user action: None; ,1. Sezon (2. Kısa Video): Dünya Kupasının Kaptanları,HOOK,Chrome PC (Cadmium),00:00:12,00:00:12,TR (Turkey)
