Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Han,2024-12-31 21:45:23,00:12:21,Autoplayed: user action: User_Interaction; ,The End of the F***ing World: 1. Sezon: 5. Bölüm (Bölüm 5),,Sony PS4,00:12:21,00:12:21,TR (Turkey)
Han,2024-12-31 21:44:15,00:00:02,Autoplayed: user action: None; ,Black Mirror: 3. Sezon: San Junipero (Bölüm 4),,Sony PS4,00:00:02,00:00:02,TR (Turkey)
Han,2024-12-31 21:43:14,00:00:33,Autoplayed: user action: None; ,Young Sheldon: Season 1_hook_01_16x9_backfill,HOOK,Sony PS4,00:00:33,00:00:33,TR (Turkey)
Han,2024-12-31 18:21:36,00:00:10,,Black Mirror: 3. Sezon: San Junipero (Bölüm 4),,Sony PS4,00:00:12,Not latest view,TR (Turkey)
Han,2024-12-31 17:46:33,00:24:42,,Squid Game: Şömine Keyfi,,Sony PS4,00:32:49,00:32:49,TR (Turkey)
Han,2024-12-31 17:29:24,00:01:20,Autoplayed: user action: None; ,Black Mirror: 3. Sezon: Sus ve Dans Et (Bölüm 3),,Sony PS4,00:01:26,00:01:26,TR (Turkey)
Han,2024-12-31 16:31:00,00:55:15,,Black Mirror: 3. Sezon: Artırılmış Gerçeklik (Bölüm 2),,Sony PS4,00:55:49,00:55:49,TR (Turkey)
Han,2024-12-31 16:29:46,00:00:07,,Black Mirror: 3. Sezon: Sosyal Linç (Bölüm 6),,Sony PS4,00:00:28,00:00:28,TR (Turkey)
Han,2024-12-31 16:29:07,00:00:03,,Black Mirror: 3. Sezon: San Junipero (Bölüm 4),,Sony PS4,00:00:03,Not latest view,TR (Turkey)
Han,2024-12-31 16:27:12,00:00:11,Autoplayed: user action: None; ,The End of the F***ing World (Fragman),TRAILER,Sony PS4,00:00:11,00:00:11,TR (Turkey)
Han,2024-12-30 21:45:47,00:00:10,,The End of the F***ing World: 1. Sezon: 5. Bölüm (Bölüm 5),,Sony PS4,00:00:15,Not latest view,TR (Turkey)
Han,2024-12-30 21:25:24,00:20:21,,The End of the F***ing World: 1. Sezon: 4. Bölüm (Bölüm 4),,Sony PS4,00:20:35,00:20:35,TR (Turkey)
Han,2024-12-30 21:04:37,00:20:43,,The End of the F***ing World: 1. Sezon: 3. Bölüm (Bölüm 3),,Sony PS4,00:20:57,00:20:57,TR (Turkey)
Han,2024-12-30 20:36:53,00:27:01,,The End of the F***ing World: 1. Sezon: 2. Bölüm (Bölüm 2),,Sony PS4,00:21:11,00:21:11,TR (Turkey)
Han,2024-12-30 20:18:50,00:18:01,,The End of the F***ing World: 1. Sezon: 1. Bölüm (Bölüm 1),,Sony PS4,00:18:01,00:18:01,TR (Turkey)
Han,2024-12-30 20:18:21,00:00:20,Autoplayed: user action: User_Interaction; ,The End of the F***ing World (Fragman),TRAILER,Sony PS4,00:00:20,Not latest view,TR (Turkey)
Han,2024-12-30 20:18:13,00:00:07,Autoplayed: user action: None; ,3. Sezon (Fragman): Dead to Me,TRAILER,Sony PS4,00:00:07,00:00:07,TR (Turkey)
Han,2024-12-30 20:18:04,00:00:06,Autoplayed: user action: None; ,Mini Dizi (Kısa Video): Clark,HOOK,Sony PS4,00:00:06,00:00:06,TR (Turkey)
Han,2024-12-30 20:17:38,00:00:24,Autoplayed: user action: None; ,When They See Us (2. Tematik Fragman: Aile Bağları),TRAILER,Sony PS4,00:00:24,00:00:24,TR (Turkey)
Han,2024-12-30 20:17:32,00:00:04,Autoplayed: user action: None; ,Big Mouth: Season 5 - Baseline Clip 2,HOOK,Sony PS4,00:00:04,00:00:04,TR (Turkey)
Han,2024-12-30 20:16:46,00:00:17,Autoplayed: user action: User_Interaction; ,Mini Dizi (Kısa Video): Clickbait,HOOK,Sony PS4,00:00:17,00:00:17,TR (Turkey)
Han,2024-12-30 20:15:53,00:00:25,Autoplayed: user action: User_Interaction; ,3. Sezon (Bonus Video): How to Sell Drugs Online (Fast),HOOK,Sony PS4,00:00:25,00:00:25,TR (Turkey)
Han,2024-12-30 20:15:42,00:00:08,Autoplayed: user action: None; ,2. Sezon (Fragman): En Güçlü 100,TRAILER,Sony PS4,00:00:08,00:00:08,TR (Turkey)
Han,2024-12-30 20:15:18,00:00:04,Autoplayed: user action: None; ,"House, M.D.: Season 1_hook_primary_16x9",HOOK,Sony PS4,00:00:04,00:00:04,TR (Turkey)
Han,2024-12-30 19:58:21,00:16:02,Autoplayed: user action: User_Interaction; ,Squid Game: 2. Sezon: Cadılar Bayramı Partisi (Bölüm 2),,Sony PS4,00:16:10,00:16:10,TR (Turkey)
Han,2024-12-30 18:58:21,00:59:56,,Squid Game: 2. Sezon: Ekmek ve Piyango (Bölüm 1),,Sony PS4,00:59:56,00:59:56,TR (Turkey)
Han,2024-12-30 18:56:56,00:00:17,Autoplayed: user action: None; ,"Squid Game: 1. Sezon: Kırmızı Işık, Yeşil Işık (Bölüm 1)",,Sony PS4,00:00:14,00:00:14,TR (Turkey)
Han,2024-12-28 21:44:31,00:32:56,,Squid Game: 2. Sezon: Dost mu Düşman mı? (Bölüm 7),,Sony PS4,00:53:54,00:53:54,TR (Turkey)
Han,2024-12-28 20:58:49,00:43:30,,Squid Game: 2. Sezon: O ﻿ X (Bölüm 6),,Sony PS4,00:46:16,00:46:16,TR (Turkey)
Han,2024-12-28 19:54:17,00:00:01,,Squid Game: 2. Sezon: O ﻿ X (Bölüm 6),,Sony PS4,00:00:09,Not latest view,TR (Turkey)
Han,2024-12-28 19:43:50,00:08:59,,Squid Game: 2. Sezon: Bir Oyun Daha (Bölüm 5),,Sony PS4,01:10:04,01:10:04,TR (Turkey)
Han,2024-12-28 19:22:39,00:18:46,,Squid Game: 2. Sezon: Bir Oyun Daha (Bölüm 5),,Sony PS4,00:42:28,Not latest view,TR (Turkey)
Han,2024-12-28 18:28:51,00:53:29,,Squid Game: 2. Sezon: Altı Bacak (Bölüm 4),,Sony PS4,00:56:17,00:56:17,TR (Turkey)
Han,2024-12-28 10:04:39,00:00:23,Autoplayed: user action: None; ,Squid Game: 2. Sezon: Altı Bacak (Bölüm 4),,Sony PS4,00:00:31,Not latest view,TR (Turkey)
Han,2024-12-28 08:58:23,00:45:56,,Squid Game: 2. Sezon: 001 (Bölüm 3),,Sony PS4,00:56:02,00:56:02,TR (Turkey)
Han,2024-12-27 20:41:31,00:00:44,Autoplayed: user action: None; ,2. Sezon (9. Kısa Video): Squid Game,HOOK,Sony PS4,00:00:44,00:00:44,TR (Turkey)
Han,2024-12-27 19:29:33,00:11:49,,Squid Game: 2. Sezon: 001 (Bölüm 3),,Sony PS4,00:11:57,Not latest view,TR (Turkey)
Han,2024-12-27 18:36:20,00:45:54,,Squid Game: 2. Sezon: Cadılar Bayramı Partisi (Bölüm 2),,Sony PS4,00:46:02,Not latest view,TR (Turkey)
Han,2024-12-27 17:32:14,00:59:52,,Squid Game: 2. Sezon: Ekmek ve Piyango (Bölüm 1),,Sony PS4,00:59:53,Not latest view,TR (Turkey)
Han,2024-12-27 17:30:46,00:01:19,Autoplayed: user action: None; ,1. Sezon (Özet): Squid Game,RECAP,Sony PS4,00:01:19,00:01:19,TR (Turkey)
Han,2024-12-27 17:30:30,00:00:11,Autoplayed: user action: None; ,Main Trailer Cutdown 60 - Squid Game S2,TRAILER,Sony PS4,00:00:00,00:00:00,TR (Turkey)
Han,2024-12-25 21:54:45,00:02:31,,Bodyguard: 1. Sezon: 1. Bölüm (Bölüm 1),,Sony PS4,00:57:02,00:57:02,TR (Turkey)
Han,2024-12-25 20:57:26,00:57:06,Autoplayed: user action: User_Interaction; ,Bodyguard: 1. Sezon: 1. Bölüm (Bölüm 1),,Sony PS4,00:57:06,Not latest view,TR (Turkey)
Han,2024-12-25 20:46:05,00:09:46,Autoplayed: user action: User_Interaction; ,La Palma: Mini Dizi: Yalancı Çoban (Bölüm 1),,Sony PS4,00:08:46,00:08:46,TR (Turkey)
Han,2024-12-25 20:40:51,00:01:29,Autoplayed: user action: None; ,La Palma: Mini Dizi: Yalancı Çoban (Bölüm 1),,Sony PS4,00:01:29,Not latest view,TR (Turkey)
Han,2024-12-20 20:12:18,00:00:32,Autoplayed: user action: None; ,The Boy and the Heron_hook_01_16x9,HOOK,Sony PS4,00:00:32,00:00:32,TR (Turkey)
Han,2024-12-20 20:11:34,00:00:14,,Squid Game: Şömine Keyfi,,Sony PS4,00:08:10,Not latest view,TR (Turkey)
Han,2024-12-20 20:11:26,00:00:04,Autoplayed: user action: User_Interaction; ,오징어 게임 - 벽난로 영상 - Clip,HOOK,Sony PS4,00:00:04,00:00:04,TR (Turkey)
Han,2024-12-20 20:10:44,00:00:29,Autoplayed: user action: None; ,4. Kısa Video: Ferry 2,HOOK,Sony PS4,00:00:29,00:00:29,TR (Turkey)
Han,2024-12-20 20:10:16,00:00:17,Autoplayed: user action: None; ,1. Sezon (8. Kısa Video): 1992,HOOK,Sony PS4,00:00:17,00:00:17,TR (Turkey)
Han,2024-12-20 20:09:27,00:00:42,Autoplayed: user action: None; ,5. Kısa Video: Ferry 2,HOOK,Sony PS4,00:00:42,00:00:42,TR (Turkey)
Han,2024-12-19 23:15:00,00:00:01,Has branched playback; Autoplayed: user action: None; ,Black Mirror: Bandersnatch,,Sony PS4,00:00:01,00:00:01,TR (Turkey)
Han,2024-12-19 22:21:56,00:00:05,Autoplayed: user action: None; ,2. Sezon (Fragman): Squid Game,TRAILER,Chrome PC (Cadmium),00:00:05,00:00:05,TR (Turkey)
Han,2024-12-18 18:56:20,00:00:07,Autoplayed: user action: None; ,Mortal World 2_hook_04_16x9,HOOK,Sony PS4,00:00:07,00:00:07,TR (Turkey)
Han,2024-12-18 18:55:24,00:00:16,Autoplayed: user action: None; ,Venom: Let There Be Carnage_hook_02_16x9_backfill,HOOK,Sony PS4,00:00:16,00:00:16,TR (Turkey)
Han,2024-12-18 17:05:42,01:49:17,,Kabin Bagajı,,Sony PS4,01:49:17,01:49:17,TR (Turkey)
Han,2024-12-18 17:05:08,00:00:31,Autoplayed: user action: User_Interaction; ,2. Kısa Video: Kabin Bagajı,HOOK,Sony PS4,00:00:31,00:00:31,TR (Turkey)
Han,2024-12-18 17:04:51,00:00:06,Autoplayed: user action: None; ,9. Kısa Video: Gelmiş Geçmiş En Büyük Soygun,HOOK,Sony PS4,00:00:06,00:00:06,TR (Turkey)
Han,2024-12-18 17:03:51,00:00:02,Autoplayed: user action: None; ,"Squid Game: The Challenge: 1. Sezon: Kırmızı Işık, Yeşil Işık (Bölüm 1)",,Sony PS4,00:00:02,00:00:02,TR (Turkey)
Han,2024-12-18 17:02:31,00:00:37,Autoplayed: user action: User_Interaction; ,Squid Game: Şömine Keyfi,,Sony PS4,00:07:58,Not latest view,TR (Turkey)
Han,2024-12-18 17:02:28,00:00:01,Autoplayed: user action: None; ,"Squid Game: The Challenge: 1. Sezon: Kırmızı Işık, Yeşil Işık (Bölüm 1)",,Sony PS4,00:00:01,Not latest view,TR (Turkey)
Han,2024-12-18 17:01:54,00:00:05,Autoplayed: user action: None; ,1. Sezon (Fragman): No Good Deed,TRAILER,Sony PS4,00:00:05,00:00:05,TR (Turkey)
Han,2024-12-18 17:01:03,00:00:19,Autoplayed: user action: None; ,2. Kısa Video: Kabin Bagajı,HOOK,Sony PS4,00:00:19,Not latest view,TR (Turkey)
Han,2024-12-18 16:59:34,00:00:06,Autoplayed: user action: None; ,6. Sezon (Kısa Video): The Crown,HOOK,Sony PS4,00:00:06,00:00:06,TR (Turkey)
Han,2024-12-18 16:59:23,00:00:04,Autoplayed: user action: None; ,House of Cards: Season 6_shortpreview_noStacks,PREVIEW,Sony PS4,00:00:04,00:00:04,TR (Turkey)
Han,2024-12-18 16:59:14,00:00:04,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Squid Game: The Challenge,HOOK,Sony PS4,00:00:04,00:00:04,TR (Turkey)
Han,2024-12-18 16:59:03,00:00:09,Autoplayed: user action: None; ,Mini Dizi (Tanıtım Fragmanı): Baby Reindeer,TEASER_TRAILER,Sony PS4,00:00:09,00:00:09,TR (Turkey)
Han,2024-12-18 16:58:52,00:00:09,Autoplayed: user action: None; ,The Good Place: Season 1_hook_primary_16x9,HOOK,Sony PS4,00:00:09,00:00:09,TR (Turkey)
Han,2024-12-18 16:58:38,00:00:04,Autoplayed: user action: None; ,Glitch (Fragman),TRAILER,Sony PS4,00:00:04,00:00:04,TR (Turkey)
Han,2024-12-18 16:58:30,00:00:06,Autoplayed: user action: None; ,1. Sezon (Kısa Video): The Gentlemen,HOOK,Sony PS4,00:00:06,00:00:06,TR (Turkey)
Han,2024-12-18 16:58:20,00:00:04,Autoplayed: user action: None; ,Vikings: Season 1 - CLM 2,HOOK,Sony PS4,00:00:04,00:00:04,TR (Turkey)
Han,2024-12-18 16:57:55,00:00:06,Autoplayed: user action: None; ,1. Sezon (5. Kısa Video): Black Doves,HOOK,Sony PS4,00:00:06,00:00:06,TR (Turkey)
Han,2024-12-18 16:56:58,00:00:12,Autoplayed: user action: User_Interaction; ,Mini Dizi (3. Kısa Video): The Madness,HOOK,Sony PS4,00:00:12,00:00:12,TR (Turkey)
Han,2024-12-18 16:56:48,00:00:07,Autoplayed: user action: None; ,1. Kısım (Tanıtım Fragmanı): Yüzyıllık Yalnızlık,TEASER_TRAILER,Sony PS4,00:00:07,00:00:07,TR (Turkey)
Han,2024-12-18 16:56:00,00:00:22,Autoplayed: user action: User_Interaction; ,Mini Dizi (4. Kısa Video): La Palma,HOOK,Sony PS4,00:00:22,00:00:22,TR (Turkey)
Han,2024-12-18 16:54:57,00:00:02,Autoplayed: user action: None; ,1992: 1. Sezon: Curro'yu Hatırlıyor musun? (Bölüm 1),,Sony PS4,00:00:02,00:00:02,TR (Turkey)
Han,2024-12-18 16:54:32,00:00:22,Autoplayed: user action: User_Interaction; ,1. Sezon (8. Kısa Video): 1992,HOOK,Sony PS4,00:00:22,Not latest view,TR (Turkey)
Han,2024-12-18 16:53:39,00:00:51,Autoplayed: user action: None; ,Mini Dizi (2. Kısa Video): Asaf,HOOK,Sony PS4,00:00:51,00:00:51,TR (Turkey)
Han,2024-12-17 00:43:52,00:01:56,,Top Boy: 1. Sezon: Bitik (Bölüm 1),,Sony PS4,00:01:56,00:01:56,TR (Turkey)
Han,2024-12-17 00:43:20,00:00:02,Autoplayed: user action: None; ,Top Boy: 2. Sezon: Ahlak Sahibi (Bölüm 1),,Sony PS4,00:00:02,00:00:02,TR (Turkey)
Han,2024-12-12 23:52:36,00:00:06,Autoplayed: user action: None; ,Black Mirror: 6. Sezon: Joan İğrenç Biri (Bölüm 1),,Sony PS4,00:00:11,00:00:11,TR (Turkey)
Han,2024-12-12 22:55:23,00:54:01,,Black Mirror: 6. Sezon: Loch Henry (Bölüm 2),,Sony PS4,00:53:36,00:53:36,TR (Turkey)
Han,2024-12-12 22:11:31,00:41:46,,Black Mirror: 2. Sezon: Beyaz Ayı (Bölüm 2),,Sony PS4,00:42:00,00:42:00,TR (Turkey)
Han,2024-12-12 22:10:38,00:00:02,,Black Mirror: 2. Sezon: Beyaz Noel (Bölüm 4),,Sony PS4,00:00:02,00:00:02,TR (Turkey)
Han,2024-12-12 22:05:55,00:00:19,Has branched playback; ,Black Mirror: Bandersnatch,,Sony PS4,00:00:19,Not latest view,TR (Turkey)
Han,2024-12-12 22:05:07,00:00:45,Autoplayed: user action: User_Interaction; ,Black Mirror: Bandersnatch (Product Trailer for CEE),PROMOTIONAL,Sony PS4,00:00:45,00:00:45,TR (Turkey)
Han,2024-12-07 23:18:30,00:00:07,Autoplayed: user action: None; ,Erdal İle Ece 2_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:07,00:00:07,TR (Turkey)
Han,2024-12-01 21:51:55,00:01:54,Autoplayed: user action: None; ,The Madness: Mini Dizi: Radyoaktif (Bölüm 4),,Chrome PC (Cadmium),00:02:00,00:02:00,TR (Turkey)
Han,2024-12-01 21:04:57,00:46:57,,The Madness: Mini Dizi: Uyumsuzluk (Bölüm 3),,Chrome PC (Cadmium),00:47:07,00:47:07,TR (Turkey)
Han,2024-12-01 20:24:54,00:40:03,,The Madness: Mini Dizi: Cibuti (Bölüm 2),,Chrome PC (Cadmium),00:40:13,00:40:13,TR (Turkey)
Han,2024-12-01 19:33:22,00:48:58,,The Madness: Mini Dizi: Pilot Bölüm (Bölüm 1),,Chrome PC (Cadmium),00:49:46,00:49:46,TR (Turkey)
Han,2024-12-01 19:33:13,00:00:04,Autoplayed: user action: None; ,Mini Dizi (3. Kısa Video): The Madness,HOOK,Chrome PC (Cadmium),00:00:04,Not latest view,TR (Turkey)
Han,2024-12-01 19:33:05,00:00:06,Autoplayed: user action: None; ,1. Sezon (Fragman): The Empress,TRAILER,Chrome PC (Cadmium),00:00:06,00:00:06,TR (Turkey)
Han,2024-12-01 19:32:07,00:00:29,Autoplayed: user action: None; ,Mini Dizi (Kısa Video): Asaf,HOOK,Chrome PC (Cadmium),00:00:29,00:00:29,TR (Turkey)
Han,2024-11-27 17:24:59,00:00:10,Autoplayed: user action: None; ,Fragman: The Irishman,TRAILER,Sony PS4,00:00:10,00:00:10,TR (Turkey)
Han,2024-11-27 17:24:42,00:00:09,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Good Times,HOOK,Sony PS4,00:00:09,00:00:09,TR (Turkey)
Han,2024-11-27 17:24:12,00:00:10,Autoplayed: user action: None; ,Mini Dizi (Kısa Video): Devil in Ohio,HOOK,Sony PS4,00:00:10,00:00:10,TR (Turkey)
Han,2024-11-27 17:23:36,00:00:04,Autoplayed: user action: None; ,3. Sezon (2. Kısa Video): Top Boy,HOOK,Sony PS4,00:00:04,00:00:04,TR (Turkey)
Han,2024-11-27 17:23:15,00:00:09,Autoplayed: user action: None; ,2. Sezon (8. Kısa Video): Erşan Kuneri,HOOK,Sony PS4,00:00:09,00:00:09,TR (Turkey)
Han,2024-11-27 17:22:29,00:00:06,Autoplayed: user action: None; ,Fragman: JOY - The Birth of IVF,TRAILER,Sony PS4,00:00:06,00:00:06,TR (Turkey)
Han,2024-11-27 17:22:14,00:00:06,Autoplayed: user action: None; ,"6. Kısa Video: Beyler, Sahneye!",HOOK,Sony PS4,00:00:06,00:00:06,TR (Turkey)
Han,2024-11-27 17:06:49,00:13:43,,Venom: Zehirli Öfke 2,,Sony PS4,00:12:39,00:12:39,TR (Turkey)
Han,2024-11-27 17:06:15,00:00:32,Autoplayed: user action: User_Interaction; ,Venom: Let There Be Carnage_hook_02_16x9_backfill,HOOK,Sony PS4,00:00:32,Not latest view,TR (Turkey)
Han,2024-11-27 17:05:43,00:00:20,Autoplayed: user action: None; ,8. Sezon (Fragman): Élite,TRAILER,Sony PS4,00:00:20,00:00:20,TR (Turkey)
Han,2024-11-27 17:05:30,00:00:10,Autoplayed: user action: None; ,Illegal Hayatlar: Röportaj Adam_hook_04_16x9,HOOK,Sony PS4,00:00:10,00:00:10,TR (Turkey)
Han,2024-11-27 17:04:40,00:00:48,Autoplayed: user action: None; ,Erdal ile Ece_hook_05_16x9,HOOK,Sony PS4,00:00:48,00:00:48,TR (Turkey)
Han,2024-11-27 17:04:25,00:00:07,Autoplayed: user action: None; ,1. Sezon (3. Kısa Video): Ölümcül Farkındalık,HOOK,Sony PS4,00:00:07,00:00:07,TR (Turkey)
Han,2024-11-27 17:03:08,00:00:14,Autoplayed: user action: None; ,Fragman: Kaleidoscope,TRAILER,Sony PS4,00:00:14,00:00:14,TR (Turkey)
Han,2024-11-27 17:02:44,00:00:09,Autoplayed: user action: None; ,Daybreak: 1. Sezon (Fragman: Squad),TRAILER,Sony PS4,00:00:09,00:00:09,TR (Turkey)
Han,2024-11-27 17:02:32,00:00:05,Autoplayed: user action: None; ,3. Sezon (2. Kısa Video): Vikings: Valhalla,HOOK,Sony PS4,00:00:05,00:00:05,TR (Turkey)
Han,2024-11-27 17:02:21,00:00:07,Autoplayed: user action: None; ,2. Sezon (2. Kısa Video): En Güçlü 100,HOOK,Sony PS4,00:00:07,00:00:07,TR (Turkey)
Han,2024-11-27 17:02:03,00:00:16,Autoplayed: user action: None; ,1. Sezon (Tanıtım Fragmanı): Sanctuary,TEASER_TRAILER,Sony PS4,00:00:16,00:00:16,TR (Turkey)
Han,2024-11-27 16:25:56,00:30:09,Autoplayed: user action: User_Interaction; ,Erşan Kuneri: 1. Sezon: Faqbadi (Bölüm 5),,Sony PS4,00:29:15,00:29:15,TR (Turkey)
Han,2024-11-27 16:25:07,00:00:46,Autoplayed: user action: User_Interaction; ,2. Sezon (8. Kısa Video): Erşan Kuneri,HOOK,Sony PS4,00:00:46,Not latest view,TR (Turkey)
Han,2024-11-26 18:16:51,00:00:02,Autoplayed: user action: None; ,Erşan Kuneri: 1. Sezon: Faqbadi (Bölüm 5),,Sony PS4,00:00:07,Not latest view,TR (Turkey)
Han,2024-11-26 17:22:52,00:45:18,Autoplayed: user action: User_Interaction; ,Erşan Kuneri: 1. Sezon: Kötü Mal (Bölüm 4),,Sony PS4,00:45:23,00:45:23,TR (Turkey)
Han,2024-11-26 16:47:13,00:35:32,Autoplayed: user action: User_Interaction; ,Erşan Kuneri: 1. Sezon: Kooperatif Kemal (Bölüm 3),,Sony PS4,00:45:39,00:45:39,TR (Turkey)
Han,2024-11-26 11:20:30,00:33:24,Autoplayed: user action: None; ,Prison Break: 2. Sezon: Otis (Bölüm 2),,Sony PS4,00:42:24,00:42:24,TR (Turkey)
Han,2024-11-26 10:47:59,00:10:04,Autoplayed: user action: User_Interaction; ,Erşan Kuneri: 1. Sezon: Kooperatif Kemal (Bölüm 3),,Sony PS4,00:10:10,Not latest view,TR (Turkey)
Han,2024-11-26 10:33:09,00:14:43,,Erşan Kuneri: 1. Sezon: Ebenin Avı (Bölüm 2),,Sony PS4,00:42:28,00:42:28,TR (Turkey)
Han,2024-11-26 10:24:53,00:03:29,,Erşan Kuneri: 1. Sezon: Ebenin Avı (Bölüm 2),,Chrome PC (Cadmium),00:27:47,Not latest view,TR (Turkey)
Han,2024-11-26 09:51:03,00:00:35,,Erşan Kuneri: 1. Sezon: Ebenin Avı (Bölüm 2),,Chrome PC (Cadmium),00:24:18,Not latest view,TR (Turkey)
Han,2024-11-25 14:47:36,00:12:08,,Erşan Kuneri: 1. Sezon: Ebenin Avı (Bölüm 2),,Chrome PC (Cadmium),00:23:43,Not latest view,TR (Turkey)
Han,2024-11-25 13:58:04,00:16:55,Autoplayed: user action: User_Interaction; ,Prison Break: 2. Sezon: Otis (Bölüm 2),,Sony PS4,00:16:06,Not latest view,TR (Turkey)
Han,2024-11-25 13:56:46,00:00:02,,Prison Break: 2. Sezon: Otis (Bölüm 2),,Sony PS4,00:00:02,Not latest view,TR (Turkey)
Han,2024-11-25 13:56:10,00:00:01,Autoplayed: user action: None; ,Prison Break: 2. Sezon: Otis (Bölüm 2),,Sony PS4,00:00:01,Not latest view,TR (Turkey)
Han,2024-11-25 13:22:36,00:07:16,,Erşan Kuneri: 1. Sezon: Ebenin Avı (Bölüm 2),,Chrome PC (Cadmium),00:08:16,Not latest view,TR (Turkey)
Han,2024-11-25 12:30:46,00:30:22,,Erşan Kuneri: 1. Sezon: Kuru Murad (Bölüm 1),,Chrome PC (Cadmium),00:53:49,00:53:49,TR (Turkey)
Han,2024-11-23 19:26:30,00:26:41,,Arcane: 2. Sezon: Tırnaklarının Altındaki Toprak (Bölüm 9),,Chrome PC (Cadmium),00:47:21,00:47:21,TR (Turkey)
Han,2024-11-23 19:06:25,00:18:25,,Arcane: 2. Sezon: Öldürmek Bir Döngüdür (Bölüm 8),,Chrome PC (Cadmium),00:37:10,00:37:10,TR (Turkey)
Han,2024-11-23 19:06:17,00:00:02,,Arcane: 2. Sezon: İlk Sefermiş Gibi Davran (Bölüm 7),,Chrome PC (Cadmium),00:00:10,00:00:10,TR (Turkey)
Han,2024-11-23 18:40:19,00:00:04,,Arcane: 2. Sezon: İlk Sefermiş Gibi Davran (Bölüm 7),,Chrome PC (Cadmium),00:00:08,Not latest view,TR (Turkey)
Han,2024-11-23 18:39:16,00:00:05,Autoplayed: user action: None; ,Zion (Fragman),TRAILER,Chrome PC (Cadmium),00:00:06,00:00:06,TR (Turkey)
Han,2024-11-23 18:38:39,00:00:11,Autoplayed: user action: None; ,Fragman: GTA: San Andreas - The Definitive Edition,TRAILER,Chrome PC (Cadmium),00:00:11,00:00:11,TR (Turkey)
Han,2024-11-23 18:38:26,00:00:04,,Arcane: 2. Sezon: İlk Sefermiş Gibi Davran (Bölüm 7),,Chrome PC (Cadmium),00:00:04,Not latest view,TR (Turkey)
Han,2024-11-21 20:27:04,00:00:04,Autoplayed: user action: None; ,The Gentlemen: 1. Sezon: Anlayışsız Bir Beyefendi (Bölüm 4),,Sony PS4,00:00:09,00:00:09,TR (Turkey)
Han,2024-11-21 19:39:36,00:47:09,Autoplayed: user action: User_Interaction; ,The Gentlemen: 1. Sezon: Otum Nerede? (Bölüm 3),,Sony PS4,00:47:10,00:47:10,TR (Turkey)
Han,2024-11-21 19:39:30,00:00:03,,The Gentlemen: 1. Sezon: Otum Nerede? (Bölüm 3),,Sony PS4,00:00:03,Not latest view,TR (Turkey)
Han,2024-11-21 19:39:16,00:00:11,Autoplayed: user action: User_Interaction; ,1. Sezon (Kısa Video): The Gentlemen,HOOK,Sony PS4,00:00:11,00:00:11,TR (Turkey)
Han,2024-11-21 19:39:00,00:00:07,Autoplayed: user action: None; ,Prison Break: Season 1_hook_02_16x9,HOOK,Sony PS4,00:00:07,00:00:07,TR (Turkey)
Han,2024-11-21 19:38:41,00:00:10,Autoplayed: user action: None; ,Fragman: Rahibe Ölüm,TRAILER,Sony PS4,00:00:10,00:00:10,TR (Turkey)
Han,2024-11-21 19:35:53,00:02:39,,"Trailer Park Boys: 1. Sezon: Eşcinsel Değilim, Lucy'yi Seviyorum... Belki de Eşcinselim (Bölüm 5)",,Sony PS4,00:03:43,00:03:43,TR (Turkey)
Han,2024-11-20 23:21:32,00:00:09,Autoplayed: user action: None; ,5. Kısa Video: GTMAX,HOOK,Chrome PC (Cadmium),00:00:09,00:00:09,TR (Turkey)
Han,2024-11-20 07:44:41,00:25:08,,"Disenchantment: 1. Kısım: Bir Prenses, Bir Elf ve Bir İblis Bara Girerler (Bölüm 1)",,Sony PS4,00:25:44,00:25:44,TR (Turkey)
Han,2024-11-20 07:44:19,00:00:05,Autoplayed: user action: None; ,BEEF: Season 1 - Baseline Clip 1,HOOK,Sony PS4,00:00:05,00:00:05,TR (Turkey)
Han,2024-11-20 07:44:08,00:00:05,,"Young Sheldon: 1. Sezon: Güneş Enerjili Hesap Makinesi, Maçtaki Top ve Bir Ponpon Kızın Bağrı (Bölüm 5)",,Sony PS4,00:00:05,00:00:05,TR (Turkey)
Han,2024-11-20 07:43:48,00:00:18,Autoplayed: user action: User_Interaction; ,Young Sheldon: Season 1_hook_01_16x9_backfill,HOOK,Sony PS4,00:00:18,Not latest view,TR (Turkey)
Han,2024-11-20 07:43:29,00:00:06,Autoplayed: user action: None; ,1. Sezon (1. Tanıtım Fragmanı): Ölümcül Farkındalık,TEASER_TRAILER,Sony PS4,00:00:06,00:00:06,TR (Turkey)
Han,2024-11-20 07:43:20,00:00:05,Autoplayed: user action: None; ,2. Sezon (Fragman): Arcane,TRAILER,Sony PS4,00:00:05,00:00:05,TR (Turkey)
Han,2024-11-20 07:40:52,00:01:51,,Cobra Kai: 6. Sezon: Valley'de Barış Dönemi (Bölüm 1),,Sony PS4,00:02:20,00:02:20,TR (Turkey)
Han,2024-11-20 07:40:38,00:00:10,Autoplayed: user action: User_Interaction; ,6. Sezon (2. Kısa Video): Cobra Kai,HOOK,Sony PS4,00:00:10,00:00:10,TR (Turkey)
